,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
222,Flight of the bumblebee,Rimsky Korsakov,https://open.spotify.com/track/0nF5aQoLs2YtbWwClXvumL,0nF5aQoLs2YtbWwClXvumL,Up tempo,No,There are no lyrics,R_2HFaNp6YCRpC6NX,revival
362,Black Mirror,Noname,https://open.spotify.com/track/0oJO0gr6eOZJmLQcSD4Ekw,0oJO0gr6eOZJmLQcSD4Ekw,,Yes,Yes,R_8cbeXQem84K93QF,strong_sensation
229,Dreams,Fleetwood Mac,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,0ofHAoxe9vBkTCp2UQIavz,"Very relaxing vibe, especially because of the voice",Yes,No,R_2tck6sPLJviBT1R,revival
613,I Know The End,Phoebe Bridgers,https://open.spotify.com/track/0pJW1Xw3aY4Eh6k5iuBkfI,0pJW1Xw3aY4Eh6k5iuBkfI,,Yes,Yes,R_2VQ2AZgtTitN9SY,"[('discharge', 1), ('mental_work', 1)]"
222,i know the end,phoebe bridgers,https://open.spotify.com/track/0pJW1Xw3aY4Eh6k5iuBkfI,0pJW1Xw3aY4Eh6k5iuBkfI,,Yes,Yes,R_8HY1QG4yHOHpN5L,"[('discharge', 1), ('mental_work', 1)]"
599,Two Slow Dancers,Mitski,https://open.spotify.com/track/0pM91oR6zMZcepPBklxO8Q,0pM91oR6zMZcepPBklxO8Q,,Yes,Yes,R_8pJG7O16rICvdio,discharge
357,THAT’S A NO NO,ITZY,https://open.spotify.com/track/0q1NTsO5b93R97JdQxtFGx,0q1NTsO5b93R97JdQxtFGx,,Yes,No,R_8pJG7O16rICvdio,strong_sensation
189,daizies,yeule,https://open.spotify.com/track/0qNRoqAohqJefbeZiTV1xF,0qNRoqAohqJefbeZiTV1xF,The guitars are a bit mellow and the lyrics talk about letting go of a lot of problems,Yes,Yes,R_2wNy3hFkKdHM4D0,discharge
50,Oración del remanso,"Rita Payés, Elizabeth Roma",https://open.spotify.com/track/0qcH8iWkVnxF2NKQtvboN2,0qcH8iWkVnxF2NKQtvboN2,Helps me relax,Yes,No,R_8wt2bq6XlrxNtUi,mental_work
34,Spaceman,The Killers,https://open.spotify.com/track/0qitgobJMCnKEpp0HVWslu,0qitgobJMCnKEpp0HVWslu,This a song that just makes me happy - also me and my dad saw the Killers live so it reminds me of a fond memory ,Yes,Yes,R_2oEDEWFXn3Qfhnk,entertainment
242,"Figures, a Reprise","Jessie Reyez, Daniel Caesar",https://open.spotify.com/track/0qynxleiY0wavOijAW9trC,0qynxleiY0wavOijAW9trC,,Yes,Yes,R_8eLKaSUgqXjGFkl,mental_work
311,Visiting Hours,Ed Sheeran,https://open.spotify.com/track/0rt63HYAAIzUZo5O2D0uA6,0rt63HYAAIzUZo5O2D0uA6,,No,Yes,R_8TFOXwMwo2RtzTg,strong_sensation
787,Don't be so hard on yourself ,Jess Glynne,https://open.spotify.com/track/0sUyqewVzwv0e5tK3hS6vJ,0sUyqewVzwv0e5tK3hS6vJ,,No,Yes,R_2HFaNp6YCRpC6NX,solace
773,My Girl,Isabel LaRosa,https://open.spotify.com/track/0szmDue1FCIpLC9SBs7fbU,0szmDue1FCIpLC9SBs7fbU,,Yes,Yes,R_8l46mlZGFZsyKeB,solace
316,Bullet with butterfly wings,Halocene,https://open.spotify.com/track/0uU6l1ZJACpZinMwYdpiBO,0uU6l1ZJACpZinMwYdpiBO,,,,R_2VdoBUAa69ab0h6,strong_sensation
35,Style,Taylor Swift,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,The kind of song that makes you feel refreshed and daring.,Yes,Yes,R_2HRoAD9L1WNTCiF,entertainment
100,„Project 19”,Dawid Podsiadło,https://open.spotify.com/track/0unJz0XnO1tvj7Px4aik9F,0unJz0XnO1tvj7Px4aik9F,,Yes,No,R_8EbOmTY4KpFTsDK,entertainment
129,Rolling with the punches,The blue stones,https://open.spotify.com/track/0v9RvGFYslguejByMf7zp1,0v9RvGFYslguejByMf7zp1,Song that has a good upbeat vibe,,,R_8ZTYiKxXbBb081e,entertainment
274,My dearest friend and enemy,Tamino,https://open.spotify.com/track/0vFdt1wVO1tLROMapHbGK2,0vFdt1wVO1tLROMapHbGK2,,No,,R_2HOcWQ0Ao3rvWQl,strong_sensation
128,Shapeshifter,Lorde,https://open.spotify.com/track/0vtgMfyOVM2Y97DcVVJw3m,0vtgMfyOVM2Y97DcVVJw3m,,,,R_2yvMha4rZC1Z6Ct,entertainment
499,Hard Times,Paramore,https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh,0w5Bdu51Ka25Pf3hojsKHh,,,,R_2VdoBUAa69ab0h6,diversion
36,A Mistake,Fiona Apple,https://open.spotify.com/track/0w7XPnFp1jA7w7C8t89zJi,0w7XPnFp1jA7w7C8t89zJi,I can relate to the rage and frustration.,Yes,Yes,R_8wt2bq6XlrxNtUi,discharge
31,Albatros,Ojard,https://open.spotify.com/track/0xDVKZG8P4adf1al9o9NGD,0xDVKZG8P4adf1al9o9NGD,,Yes,There are no lyrics,R_2EnIdAMa8NYSXqV,diversion
229,Hemenway,Tiny habits,https://open.spotify.com/track/0xGtDIhYMXjIWCOJxbztYs,0xGtDIhYMXjIWCOJxbztYs,"the vocals, het ritme",Yes,Yes,R_2xOG8RwWS4NZPnb,mental_work
185,Views,Noga Erez,https://open.spotify.com/track/0xbzRAcL8vy7V3vyqedjj9,0xbzRAcL8vy7V3vyqedjj9,,Yes,No,R_2Lp20qjXqfa7pVi,revival
674,Yes I’m Changing,Tame Impala,https://open.spotify.com/track/0xtIp0lgccN85GfGOekS5L,0xtIp0lgccN85GfGOekS5L,,No,Yes,R_8EhUjQrkmBRTASs,mental_work
277,Guess,Charli xcx,https://open.spotify.com/track/0xzBmAsCfu3AzX1W0GYtMJ,0xzBmAsCfu3AzX1W0GYtMJ,,Yes,No,R_28Tf4yRm44ixc8J,strong_sensation
375,Wait a minute,WILLOW,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,0y60itmpH0aPKsFiGxmtnh,,Yes,No,R_28Tf4yRm44ixc8J,strong_sensation
430,Genesis,Grimes,https://open.spotify.com/track/0yljUudXzjVcGEoYmLB17X,0yljUudXzjVcGEoYmLB17X,Makes me daydream,Yes,No,R_8l46mlZGFZsyKeB,diversion
86,Nudge It,Sleaford Mods ft. Amy Taylor,https://open.spotify.com/track/0ynGFMSVarYf7uHFYfL5tX,0ynGFMSVarYf7uHFYfL5tX,The beat is very strong and I'm eager to rap along which gives me a lot of energy and takes my mind off the stress,Yes,Yes,R_2wNy3hFkKdHM4D0,revival
740,Exit Music (For A Film),Radiohead,https://open.spotify.com/track/0z1o5L7HJx562xZSATcIpY,0z1o5L7HJx562xZSATcIpY,,Yes,Yes,R_8YnBr5pfVh9hzzu,solace
575,Why Am I Like This?,Orla Gartland,https://open.spotify.com/track/0z29wv0x2IXrpWxNgICET7,0z29wv0x2IXrpWxNgICET7,"The song's lyrics and arrangement reveals the negative emotions that I feel, which I can then acknowledge and process by recognizing myself in the song.",,,R_88HQeKMOYExgqkB,discharge
463,Lay Low,Tiesto,https://open.spotify.com/track/0zKbDrEXKpnExhGQRe9dxt,0zKbDrEXKpnExhGQRe9dxt,,Yes,No,R_8PsV7EzuWKsJiKd,diversion
744,Sara,We Three,https://open.spotify.com/track/0zSemnpoUFdtesuHTZ3ifv,0zSemnpoUFdtesuHTZ3ifv,,No,Yes,R_8PsV7EzuWKsJiKd,solace
51,Good Graces,Sabrina Carpenter,https://open.spotify.com/track/102YUQbYmwdBXS7jwamI90,102YUQbYmwdBXS7jwamI90,,,,R_8pJG7O16rICvdio,entertainment
654,Heavy,Linkin Park,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,104buTcnP2AsxqB7U1FIZ4,,,,R_2VdoBUAa69ab0h6,mental_work
135,Dani California ,Red hot chili peppers,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k,10Nmj3JCNoMeBQ87uw5j8k,,Yes,No,R_4lLXShteMUjWgMW,entertainment
88,My Own Summer (Shove It),Deftones,https://open.spotify.com/track/1158ckiB5S4cpsdYHDB9IF,1158ckiB5S4cpsdYHDB9IF,The ear-piercing screams of frontman Chino are enough to deafen any other emotion,Yes,Yes,R_2oS0VRFGHi3daXX,revival
3,Mi Libertad,Frankie Ruiz,https://open.spotify.com/track/11zelAWJfaMjdx8oYXChzD,11zelAWJfaMjdx8oYXChzD,Makes me want to dance.,Yes,No,R_8wt2bq6XlrxNtUi,entertainment
60,Delilah,Florence + the Machine,https://open.spotify.com/track/12HB8AmFTovKrFcGG36KbL,12HB8AmFTovKrFcGG36KbL,,Yes,Yes,R_2q7KRMeEj2Ki93e,entertainment
48,Cornelia Street,Taylor Swift,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,12M5uqx0ZuwkpLp5rJim1a,,Yes,No,R_28Tf4yRm44ixc8J,entertainment
351,I dreamed a dream,Patti LuPone,https://open.spotify.com/track/13LT9Y0RP7C9KhNIvroXLi,13LT9Y0RP7C9KhNIvroXLi,The performance and the message of the song just heightens emotions intensely,Yes,Yes,R_2HRoAD9L1WNTCiF,strong_sensation
564,„Hearing”,Sleeping At Last,https://open.spotify.com/track/13Z3uZXTFpbLBZ8R1rTUKO,13Z3uZXTFpbLBZ8R1rTUKO,"This song always makes me cry, but somehow in a good way. It really helps me to release all that’s negative with tears and I always smile at the end of the song. ",Yes,There are no lyrics,R_8EbOmTY4KpFTsDK,discharge
305,I Want,Mk.gee,https://open.spotify.com/track/141hcjVM8lNPxi4wjNLgdX,141hcjVM8lNPxi4wjNLgdX,,Yes,Yes,R_8EhUjQrkmBRTASs,strong_sensation
76,Chasing After You (From “The Buccaneers S2” Soundtrack) ,Kacy Hill,https://open.spotify.com/track/14KDMtRqZDwg7gJAYRRcuF,14KDMtRqZDwg7gJAYRRcuF,Full like dancing and singing- you feel like you’re in a field full of flowers. ,Yes,No,R_2oEDEWFXn3Qfhnk,"[('entertainment', 1), ('revival', 1)]"
21,Chasing After You,Kacy Hill,https://open.spotify.com/track/14KDMtRqZDwg7gJAYRRcuF,14KDMtRqZDwg7gJAYRRcuF,,Yes,No,R_2oEDEWFXn3Qfhnk,"[('entertainment', 1), ('revival', 1)]"
474,Amelie (album),Yann Tiersen,https://open.spotify.com/track/14rZjW3RioG7WesZhYESso,14rZjW3RioG7WesZhYESso,I play it,Yes,There are no lyrics,R_2TD9GoZ1onZyXu1,diversion
254,ヒッチコック,ヨルシカ,https://open.spotify.com/track/153lRbNmhQZVi69kbhmjY8,153lRbNmhQZVi69kbhmjY8,,Yes,Yes,R_8eLKaSUgqXjGFkl,mental_work
32,接吻,Original Love,https://open.spotify.com/track/15Z76oKtxXHQvaeFsFudIs,15Z76oKtxXHQvaeFsFudIs,"I like to sing when I'm stressed, because it keeps my focus away from stress.",Yes,No,R_8wt2bq6XlrxNtUi,diversion
569,Dancer,IDLES,https://open.spotify.com/track/15uzP4I5pMX4dfQ9Lx72h1,15uzP4I5pMX4dfQ9Lx72h1,If I hear it being played live,Yes,,R_8hGFpDjCoJ3Imuh,discharge
17,Paradis blue,Revers gagnant,https://open.spotify.com/track/16HQun8B0yuXtErTUBwBsD,16HQun8B0yuXtErTUBwBsD,,Yes,No,R_8R3gfGieaM6y5GE,entertainment
271,Highly emotional people,Marina,https://open.spotify.com/track/16njnc6I37mlmuLYFdxrsq,16njnc6I37mlmuLYFdxrsq,,No,Yes,R_8XnyWMaJIcOY96C,solace
55,Know That You Are Loved,Cleo Sol,https://open.spotify.com/track/174yp4XX5F3HGX82Lj2JBB,174yp4XX5F3HGX82Lj2JBB,The lyrics make me feel seen.,Yes,Yes,R_8wt2bq6XlrxNtUi,solace
181,Rock n roll star,Oasis,https://open.spotify.com/track/17z8eLCkciVamEqXJS6Ri8,17z8eLCkciVamEqXJS6Ri8,,Yes,No,R_263ifr5Fzi1g7g5,revival
570,The Joke,Brandi ,https://open.spotify.com/track/18k8IlS52uxRWObykDUZFG,18k8IlS52uxRWObykDUZFG,,No,,R_2HOcWQ0Ao3rvWQl,discharge
281,Television,Idles,https://open.spotify.com/track/19PJyGDI0IACIIsyDOUhDB,19PJyGDI0IACIIsyDOUhDB,Makes me feel Ok with who I am,Yes,Yes,R_2oS0VRFGHi3daXX,solace
25,Gypsy,Fleetwood Mac,https://open.spotify.com/track/19Ym5Sg0YyOCa6ao21bdoG,19Ym5Sg0YyOCa6ao21bdoG,,Yes,Yes,R_2q7KRMeEj2Ki93e,entertainment
151,before the party is over,mustii,https://open.spotify.com/track/1A4pbfIyAuyZkIrRr4tK2X,1A4pbfIyAuyZkIrRr4tK2X,I can imagine dramatic fantastical senarios while I listen to it,Yes,Yes,R_8HY1QG4yHOHpN5L,diversion
495,Memory Reboot ,"VØJ, Narvent",https://open.spotify.com/track/1A7qPfbcyRVEdcZiwTFhZI,1A7qPfbcyRVEdcZiwTFhZI,,Yes,There are no lyrics,R_8l46mlZGFZsyKeB,diversion
24,Hot Goblin,Em Beihold,https://open.spotify.com/track/1AQlvpcPh79BKnoKe1E6Nw,1AQlvpcPh79BKnoKe1E6Nw,,,,R_2VdoBUAa69ab0h6,entertainment
251,the rose,Ola Gjeilo,https://open.spotify.com/track/1Asz0xznBL1uDU2eMZP2wR,1Asz0xznBL1uDU2eMZP2wR,,Yes,No,R_8HY1QG4yHOHpN5L,mental_work
87,Move,Adam Port,https://open.spotify.com/track/1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,,Yes,No,R_8l46mlZGFZsyKeB,entertainment
32,Year 1,X,https://open.spotify.com/track/1BqReKhxy5pp5ktuZhdNPU,1BqReKhxy5pp5ktuZhdNPU,,Yes,No,R_8R3gfGieaM6y5GE,entertainment
92,resistance,the muse,https://open.spotify.com/track/1C2QJNTmsTxCDBuIgai8QV,1C2QJNTmsTxCDBuIgai8QV,rebellious energy,Yes,Yes,R_8HY1QG4yHOHpN5L,revival
128,少女A,marchie,https://open.spotify.com/track/1C7aP4GpY5t7H4A2xJRSni,1C7aP4GpY5t7H4A2xJRSni,,Yes,Yes,R_8eLKaSUgqXjGFkl,strong_sensation
15,Golden,HUNTR/X,https://open.spotify.com/track/1CPZ5BxNNd0n0nF4Orb9JS,1CPZ5BxNNd0n0nF4Orb9JS,It's a fun song that energizes me.,,,R_88HQeKMOYExgqkB,"[('entertainment', 1), ('revival', 1)]"
73,golden ,huntr/x,https://open.spotify.com/track/1CPZ5BxNNd0n0nF4Orb9JS,1CPZ5BxNNd0n0nF4Orb9JS,upbeat,Yes,Yes,R_8HY1QG4yHOHpN5L,"[('entertainment', 1), ('revival', 1)]"
159,P.Y.T.,Michael Jackson,https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k,1CgmY8fVN7kstVDZmsdM5k,,,,R_2966KcW8r5Hwja9,revival
233,I Wanna Be A Hippy,Technohead,https://open.spotify.com/track/1E8IaGeq0oPegr0WqiE6fP,1E8IaGeq0oPegr0WqiE6fP,,Yes,Yes,R_2UcZTsu7Ha6wjkd,revival
797,Hot Blooded,New Constellations,https://open.spotify.com/track/1ElySIlHwm1HX7sUjAZZnp,1ElySIlHwm1HX7sUjAZZnp,,Yes,No,R_8l46mlZGFZsyKeB,solace
28,Belki Çok da Şey Yapmamak Lazım,Gripin,https://open.spotify.com/track/1FaLandgeOlprsIdwN9UDp,1FaLandgeOlprsIdwN9UDp,,Yes,Yes,R_8PsV7EzuWKsJiKd,entertainment
404,Endless,Oklou,https://open.spotify.com/track/1FcyEkgO2LpK8GDgGeVGZ2,1FcyEkgO2LpK8GDgGeVGZ2,,Yes,No,R_8cbeXQem84K93QF,diversion
180,„This Charming Men”,The Smiths,https://open.spotify.com/track/1FvDJ9KGxcqwv1utyPL3JZ,1FvDJ9KGxcqwv1utyPL3JZ,It makes me dance every time!,Yes,No,R_8EbOmTY4KpFTsDK,revival
167,Chant (reprise),From Hadestown,https://open.spotify.com/track/1GT9TRYdUGkDDSU0nnv5Eo,1GT9TRYdUGkDDSU0nnv5Eo,Musicals and music with with stories are great for distraction,Yes,No,R_81gjW2Qe56Wo6Ye,diversion
491,Melt session,Denzel curry,https://open.spotify.com/track/1GmIFHYT3N2V3G0MoYhEil,1GmIFHYT3N2V3G0MoYhEil,,,,R_8rid6Aiv4sOl6JB,diversion
425,Echo,Olivia Dean,https://open.spotify.com/track/1Gy9Ofi7nPnNf3kGWPjurm,1Gy9Ofi7nPnNf3kGWPjurm,,No,Yes,R_28Tf4yRm44ixc8J,diversion
597,Heaven Knows I’m Miserable Now,The Smiths,https://open.spotify.com/track/1H5N26VqHR4JhuaRKY2I0u,1H5N26VqHR4JhuaRKY2I0u,,Yes,Yes,R_82G8YEIvepM1XoE,discharge
117,Bloom,The Paper Kites,https://open.spotify.com/track/1HMQmOWrkieKYWlFsjUP3D,1HMQmOWrkieKYWlFsjUP3D,,Yes,Yes,R_8ffCN43Rw9foEIC,strong_sensation
283,photograph ,Ed Sheeren,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,'-cries in international student-,No,Yes,R_2oEDEWFXn3Qfhnk,solace
215,Oh Anna,Mother Mother,https://open.spotify.com/track/1HOhw9h6IpSVpFPS6OzUu4,1HOhw9h6IpSVpFPS6OzUu4,,Yes,No,R_81gjW2Qe56Wo6Ye,discharge
423,Top playing with me,Tyler the creator,https://open.spotify.com/track/1IF3hx6HU46Pitm0dOdVJO,1IF3hx6HU46Pitm0dOdVJO,,,,R_8rid6Aiv4sOl6JB,"[('diversion', 1), ('entertainment', 1)]"
44,Stop playing with me,Tyler the creator,https://open.spotify.com/track/1IF3hx6HU46Pitm0dOdVJO,1IF3hx6HU46Pitm0dOdVJO,,,,R_8rid6Aiv4sOl6JB,"[('diversion', 1), ('entertainment', 1)]"
653,Danse Macabre,Camille Saint-Saëns,https://open.spotify.com/track/1IM8x4lxZVOOP9gpQD6c5s,1IM8x4lxZVOOP9gpQD6c5s,,No,There are no lyrics,R_8YnBr5pfVh9hzzu,"[('diversion', 1), ('mental_work', 1)]"
399,Danse macabre,Camille Saint saens ,https://open.spotify.com/track/1IM8x4lxZVOOP9gpQD6c5s,1IM8x4lxZVOOP9gpQD6c5s,This is just an example there are many classical pieces I listen to to distract myself because i can het entirely lost in it,Yes,There are no lyrics,R_8IaQBhL54AJZwWt,"[('diversion', 1), ('mental_work', 1)]"
272,time moves slow,badbadnotgood ft. samuel t herring,https://open.spotify.com/track/1IqF5PUDUnaykHLs0RWbDO,1IqF5PUDUnaykHLs0RWbDO,lets me wallow in the stress,Yes,Yes,R_837aAI9nePo1QDT,strong_sensation
471,16 ,Baby keem,https://open.spotify.com/track/1Is8hGpkGMiePASAxBluxM,1Is8hGpkGMiePASAxBluxM,,,,R_8rid6Aiv4sOl6JB,diversion
723,Zolf,Mohsen Namjoo,https://open.spotify.com/track/1J0sf3W8vrGhIoVvI9oOh0,1J0sf3W8vrGhIoVvI9oOh0,,No,Yes,R_8PsV7EzuWKsJiKd,mental_work
520,I want to know what love is,Foreigner,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,1JLn8RhQzHz3qDqsChcmBl,Because it makes we sing along really hard which is great to vent,Yes,No,R_8IaQBhL54AJZwWt,discharge
536,Every breath you take,The police,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,Idk ,Yes,,R_8G9joOmkzQ63Thf,discharge
54,23,Cleo Sol,https://open.spotify.com/track/1JVEM4C04VPAU9JTnKthNk,1JVEM4C04VPAU9JTnKthNk,The lyrics make me feel seen.,Yes,Yes,R_8wt2bq6XlrxNtUi,solace
126,Only Shallow,My Bloody Valentine,https://open.spotify.com/track/1KKuoYESWoUGsau6YYoEMl,1KKuoYESWoUGsau6YYoEMl,The distorted loud sound of the song alternated with the dreamy vocals gives me a feeling of being able to detach myself from a situation,Yes,No,R_2wNy3hFkKdHM4D0,strong_sensation
65,She Calls Me Back,Noah Kahan,https://open.spotify.com/track/1KUINfIgNjnttphTi4imgI,1KUINfIgNjnttphTi4imgI,,Yes,Yes,R_2VQ2AZgtTitN9SY,entertainment
40,へでもねーよ,Fujii Kaze,https://open.spotify.com/track/1LjZnfncDtrn5YtbU4lQMf,1LjZnfncDtrn5YtbU4lQMf,I listen to it when I need to let out some frusturation,Yes,Yes,R_8wt2bq6XlrxNtUi,discharge
246,Don't Delete The Kisses,Wolf Alice,https://open.spotify.com/track/1LomCMl5wD3MPVlC6smUHe,1LomCMl5wD3MPVlC6smUHe,It feels like you are with your best friend and all the memories of your friendship start replaying in your head,Yes,No,R_2zZwYOsilY4jRsz,mental_work
607,Bang bang bang ,Sohodolls,https://open.spotify.com/track/1MPMUZopRX9DFx3HXToTKG,1MPMUZopRX9DFx3HXToTKG,,,,R_2VdoBUAa69ab0h6,discharge
55,Just a Friend ,Biz Markie,https://open.spotify.com/track/1MQCTOWVfy4PcuBXkBsHVB,1MQCTOWVfy4PcuBXkBsHVB,Me and my sis know this song by heart and it has the dumbest lyrics and I love it - again just very fond memories ,Yes,Yes,R_2oEDEWFXn3Qfhnk,entertainment
610,my tears ricochet,Taylor Swift,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC,1MgV7FIyNxIG7WzMRJV5HC,,Yes,Yes,R_21AmFBgPw7UHYaR,discharge
693,Friend,Maple Glider,https://open.spotify.com/track/1O00a7AxVVYayBmZyM48S1,1O00a7AxVVYayBmZyM48S1,,No,,R_2HOcWQ0Ao3rvWQl,mental_work
53,La verdolaga,P18,https://open.spotify.com/track/1OaK0oICDmEVDpHq3hVobV,1OaK0oICDmEVDpHq3hVobV,,Yes,No,R_8R3gfGieaM6y5GE,entertainment
41,Out of the Woods (Taylor's Version),Taylor Swift,https://open.spotify.com/track/1OcSfkeCg9hRC2sFKB4IMJ,1OcSfkeCg9hRC2sFKB4IMJ,Distracting,Yes,Yes,R_2cD4oWRk402VtjH,entertainment
180,Sanaga,Tunnelvisions,https://open.spotify.com/track/1OoA3nYJM9LEKqExfBBwML,1OoA3nYJM9LEKqExfBBwML,,No,There are no lyrics,R_8R3gfGieaM6y5GE,diversion
235,Fear of Flying,Bowery Electric,https://open.spotify.com/track/1Oxfkie3392ANv0cU61tJ0,1Oxfkie3392ANv0cU61tJ0,The sadness of the song is in tune with the emotion at that point and relieves it,Yes,No,R_2oS0VRFGHi3daXX,mental_work
792,Running up that hill,Kate Bush,https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO,1PtQJZVZIdWIYdARpZRDFO,,Yes,Yes,R_2tck6sPLJviBT1R,solace
398,Coldcoldcold,Cage the elephant,https://open.spotify.com/track/1Q3t9fWvHUXKsMmpD2XpUu,1Q3t9fWvHUXKsMmpD2XpUu,,Yes,No,R_2TD9GoZ1onZyXu1,"[('diversion', 1), ('revival', 1)]"
166,Coldcoldcold,Cage the Elephant,https://open.spotify.com/track/1Q3t9fWvHUXKsMmpD2XpUu,1Q3t9fWvHUXKsMmpD2XpUu,,Yes,No,R_2TD9GoZ1onZyXu1,"[('diversion', 1), ('revival', 1)]"
590,The Line,"Arcane, Twenty One Pilots",https://open.spotify.com/track/1QJbDTZAO8rpGOMG4UahFM,1QJbDTZAO8rpGOMG4UahFM,,Yes,Yes,R_2VQ2AZgtTitN9SY,discharge
256,Slowlife,Novo Amor,https://open.spotify.com/track/1QSfgGcP3Rmdo2EdW1s4ya,1QSfgGcP3Rmdo2EdW1s4ya,,No,There are no lyrics,R_2xOG8RwWS4NZPnb,mental_work
116,Under The Milky Way,The Church,https://open.spotify.com/track/1RCtHLyq1xIbgGMrYRrKJ2,1RCtHLyq1xIbgGMrYRrKJ2,The song gives me a very strong bittersweet feeling,Yes,Yes,R_2wNy3hFkKdHM4D0,strong_sensation
182,Coconut Mall, Asuka Ohta and Ryo Nagamatsu,https://open.spotify.com/track/1SOTqkhpIWoLX1AS9Y2RpU,1SOTqkhpIWoLX1AS9Y2RpU,The nature of the song being played in an arcade racing game like Mario kart already gives me a boost of energy as soon as I press play.,No,There are no lyrics,R_2HRoAD9L1WNTCiF,"[('revival', 2)]"
158,Coconut mall,Mario kart,https://open.spotify.com/track/1SOTqkhpIWoLX1AS9Y2RpU,1SOTqkhpIWoLX1AS9Y2RpU,Gives energy ,No,There are no lyrics,R_8JhT8UqAoaImSVr,"[('revival', 2)]"
320,Bu Gece Uyut Beni,Cem Adrian,https://open.spotify.com/track/1SSZFqvslXNcvYG4xqrbsa,1SSZFqvslXNcvYG4xqrbsa,,No,Yes,R_8PsV7EzuWKsJiKd,strong_sensation
481,No Spang,Spookrijders,https://open.spotify.com/track/1SUn9wRaVfgL2kahy06Z0g,1SUn9wRaVfgL2kahy06Z0g,,No,Yes,R_8VqM9C6HA45xC9p,diversion
424,lie,"забей, лерочка",https://open.spotify.com/track/1SVAYFVjueO2L8TwyLPwki,1SVAYFVjueO2L8TwyLPwki,"Reminds me of 2020-2021, felt good",No,Yes,R_2HYcwD0mQCVN8jJ,diversion
33,„Dissolve Me”,alt-J,https://open.spotify.com/track/1SnCoCBoTgJKNPeZJ1MO8p,1SnCoCBoTgJKNPeZJ1MO8p,I just feel so happy when I listen to all of those.,Yes,No,R_8EbOmTY4KpFTsDK,entertainment
342,Introvert,Little Simz,https://open.spotify.com/track/1Tva251P6CYwQWpJOedwQ8,1Tva251P6CYwQWpJOedwQ8,,Yes,Yes,R_8cbeXQem84K93QF,strong_sensation
192,Lithium,Odd Mob,https://open.spotify.com/track/1U3nHai9ueJCuEXbf8TvBA,1U3nHai9ueJCuEXbf8TvBA,,No,There are no lyrics,R_28Tf4yRm44ixc8J,revival
243,Hands Up,Blood Orange,https://open.spotify.com/track/1UdR2sWnDBRd3m0YxZRkMG,1UdR2sWnDBRd3m0YxZRkMG,,Yes,Yes,R_8cbeXQem84K93QF,revival
23,Fast As You Can,Fiona Apple,https://open.spotify.com/track/1UmmSKPdCtBuJsmbZG9G3u,1UmmSKPdCtBuJsmbZG9G3u,,Yes,Yes,R_2EnIdAMa8NYSXqV,strong_sensation
784,sadness as a gift,adrianne lenker,https://open.spotify.com/track/1UpXhetX1s5OXTY5fRjWvu,1UpXhetX1s5OXTY5fRjWvu,,Yes,Yes,R_837aAI9nePo1QDT,solace
142,Seven Wonders,Fleetwood Mac,https://open.spotify.com/track/1VN2vWSkSmMKOhxr8lHzSx,1VN2vWSkSmMKOhxr8lHzSx,,Yes,Yes,R_2q7KRMeEj2Ki93e,"[('entertainment', 2)]"
4,Seven Wonders - 2017 Remaster,Fleetwood Mac,https://open.spotify.com/track/1VN2vWSkSmMKOhxr8lHzSx,1VN2vWSkSmMKOhxr8lHzSx,,Yes,Yes,R_2zZwYOsilY4jRsz,"[('entertainment', 2)]"
183,Solfeggietto (C. Ph. E. Bach),Luca Sestak Trio,https://open.spotify.com/track/1VSQ0KbNTzJvumUk1ubKAY,1VSQ0KbNTzJvumUk1ubKAY,"High Energy, pick me up",Yes,There are no lyrics,R_2UcZTsu7Ha6wjkd,revival
30,Potholderz,"MF DOOM, Count Bass D",https://open.spotify.com/track/1VZUXXUGqIxePaMUXkabRn,1VZUXXUGqIxePaMUXkabRn,I love the beats; makes me happy,Yes,No,R_8wt2bq6XlrxNtUi,diversion
56,Mule Skinner Blues,Dolly Parton,https://open.spotify.com/track/1XChvxIUbR911TOb0HhNJi,1XChvxIUbR911TOb0HhNJi,,Yes,No,R_81gjW2Qe56Wo6Ye,entertainment
